class,period,tranDur,radE,earthFlux,eqTemp,effTemp,radS
0,0.00105680287,0.05748,0.00083,0.168688,0.1633,0.5584,0.0885
1,0.071925327,0.2551,0.025719,0.000757071,0.0821,0.0504999999999999,0.077
0,0.03514578122,0.02253,0.0325,0.00126,0.048,0.5437,0.0783
1,0.017067644,0.06026,0.00162,0.008256,0.0769,0.6347,0.0996
1,0.527993058,0.611948,0.023982714,0.0001097183579999,0.0464183367,0.0540922,0.102101
1,0.0369480379999999,0.1203,0.102565,0.000229867,0.061,0.0437599999999999,0.075
0,0.002151214629,0.02226,0.0145399999999999,2.760418,0.3287,0.4748,0.8179000000000001
1,0.05185768,0.2355999999999999,0.0750398999999999,0.00126877,0.0935,0.046648,0.065
1,0.0622445749999999,0.5174000000000001,0.0834496,0.00639699,0.1401,0.0569279999999999,0.208
0,0.00133259095,0.04947,0.00114,0.2349349999999999,0.1776,0.6184,0.1038
0,0.00093372261,0.03052,0.0005899999999999,0.343076,0.1949,0.5984,0.1016999999999999
1,0.00689226333,0.024921,0.00213,0.042214,0.1156,0.5862,0.1463
1,0.057772122,0.256341,0.028693434,0.0007536051179999,0.07514597253,0.0488269999999989,0.0729818
1,0.014207284,0.1988,0.0586248,0.0160142,0.1762,0.0586799999999999,0.093
0,0.34861891,0.03567,0.0024,9.7e-05,0.0253,0.5911,0.0914
0,0.000541396363,0.02384,0.00204,2.490905,0.3204,0.7118,0.1489
0,0.033378852,0.3261,0.1900379999999999,0.0187815,0.1834,0.06274,0.215
1,0.028371201,0.2102,0.131836,0.0027199,0.1131,0.05301,0.12
0,0.001332564478,0.060325,0.0270399999999999,0.16275,0.1618,0.5995,0.0878
0,0.005614892073,0.037294,1.19279,6.663117999999999,0.4097,0.4289,3.5695
1,0.0066254780999999,0.02358,0.0009,0.011118,0.0828,0.5211,0.0832
1,0.167100422,0.54004652,0.027396616,0.000737609475,0.07474400609,0.058537,0.109271
1,0.0521228,0.3863,0.193512,0.0182395,0.182,0.08532,0.206
1,0.000341842017,0.011554,0.00172,0.3991159999999999,0.2023,0.5016,0.0747
0,0.1708658492,0.169895,0.0243999999999999,0.000533,0.0387,0.5989,0.1324
1,0.013666563,0.1967,0.15437,0.0131022,0.1676,0.057903999999999,0.102
1,0.017063264,0.1359,0.1019989999999999,0.0023577199999999,0.1091,0.04974,0.09
1,0.039349141,0.4189,0.143155,0.010518,0.1586,0.062,0.161
1,0.00484847245,0.00874,0.00151,0.004685,0.0667,0.4137,0.0647
1,0.0103812244699999,0.0271499999999999,0.00218,0.004837,0.0672,0.5095,0.078
0,0.003044771557,0.110593,0.23193,1.484939,0.2815999999999999,0.8199,0.3162999999999999
0,0.0614913415,0.09627,0.00457,0.000258,0.0323,0.4796,0.0598
0,0.009087508013,0.027597,0.00137,0.02247,0.0987,0.6078,0.1119
1,0.0054310361599999,0.02469,0.00066,0.01371,0.0873,0.5374,0.0721
1,0.037219898,0.2306,0.128025,0.00257512,0.1116,0.05806,0.098
1,0.2107626,0.2124,0.116504,0.000316166,0.066,0.07577,0.246
1,0.0551807719999999,0.09791,0.00237,0.0018789999999999,0.0531,0.6306,0.1076
1,0.00065355361,0.0163,0.0229499999999999,0.100407,0.1437,0.455,0.066
1,0.0060293032899999,0.015821,0.00285,0.005004,0.0678,0.4537,0.0672
1,0.0222481461699999,0.041483,0.00272,0.003258,0.0608999999999999,0.5629,0.0943
0,0.209941369,0.0297,0.01436,0.004243,0.0651,0.5125,0.669
1,0.00358273837,0.0152299999999999,0.00164,0.030274,0.1064,0.5448,0.0872
0,0.004818863794,0.062625,0.05132,0.152901,0.1595,0.6313,0.1935
1,0.005055105,0.0648232,0.049709812,0.04944368776,0.2138688150999999,0.049963,0.101489
1,0.0067287660599999,0.02277,0.00103,0.018466,0.094,0.5823,0.0919
1,0.021663502,0.4258,0.144558,0.1965879999999999,0.3298,0.09394,0.192
0,0.001541530919,0.048691,0.11549,1.232099,0.2689,0.7631,0.1937
0,0.0015874857419999,0.077489,0.04152,0.1070859999999999,0.146,0.5863,0.0820999999999999
1,0.033462671,0.3625,0.121727,0.0071131899999999,0.1438,0.0550099999999999,0.191
0,0.004446459958,0.02558,0.03615,0.026542,0.103,0.5615,0.0893
1,0.0078687123,0.03739,0.00173,0.072244,0.1323,0.6738,0.1692
1,0.02030303506,0.045038,0.00216,0.0037119999999999,0.063,0.5788,0.0848
0,0.1135626,0.6047,0.129372,0.0149365,0.1731,0.06314,0.214
0,0.001752450163,0.030255,0.00079,0.137236,0.1552,0.5779,0.099
1,0.007888389,0.16416539,0.164131054,0.03170988844,0.1913896411,0.05568,0.10280499
1,0.0070642520209999,0.013867,0.00237,0.008276,0.0769,0.5076,0.0799
1,0.018751894,0.2798,0.140349,0.0120551,0.1641,0.0540999999999999,0.15
